"scenario_id","eps","p","cov_type","design","method","p_value","reject"
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.24,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.88,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.62,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.88,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.95,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.75,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.82,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.46,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.6,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.51,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.28,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.3,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.89,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.21,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.86,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.44,0
"S33",0.1,30,"identity","unbalanced","Cheng-GM",0.14,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.19,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.23,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.3,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.14,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.16,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.51,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.02,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.01,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.13,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.26,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.3,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.16,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.17,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.16,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.46,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.25,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.17,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.21,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.43,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.29,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.48,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.9,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.14,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.31,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.43,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.36,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.27,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.18,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.31,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.08,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.28,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.36,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.32,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.32,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.65,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.37,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.35,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.73,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.08,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.84,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.15,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.36,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.23,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.71,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.42,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.38,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.01,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.02,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.2,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.67,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.06,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.21,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.38,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.26,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.17,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.53,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.39,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.25,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.23,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.42,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.26,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.66,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.01,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.19,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.26,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.41,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.54,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.38,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.54,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.28,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.34,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.02,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.16,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.34,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.33,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.51,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.48,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.37,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.35,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.56,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.17,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.16,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.18,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.08,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.16,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.53,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.2,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.15,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.15,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.06,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.47,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.46,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.37,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.63,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.48,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.41,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.38,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.21,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.56,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.06,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.49,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.24,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.02,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.06,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.36,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.27,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.36,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.27,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.24,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.1,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.01,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.31,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.18,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.31,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.2,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.21,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.08,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.12,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.43,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.23,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.26,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.41,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.13,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.08,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.08,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.03,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.24,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.35,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.13,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.71,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.46,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.06,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.36,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.07,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.34,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.32,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.15,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.01,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.05,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.11,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.09,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.26,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.04,1
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.14,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.53,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.15,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.24,0
"S33",0.2,30,"identity","unbalanced","Cheng-GM",0.02,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.92,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.55,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.57,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.29,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.87,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.08,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.25,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.07,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.83,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.02,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.36,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.7,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.51,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.65,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.53,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.48,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.69,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.36,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.73,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.25,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.34,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.51,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.56,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.43,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.08,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.15,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.2,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.88,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.12,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.73,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.01,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.66,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.19,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.46,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.19,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.81,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.44,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.67,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.08,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.17,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.99,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.18,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.3,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.92,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.34,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.57,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.25,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.08,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.12,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.84,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.29,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.41,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.06,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.2,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.17,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.46,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.38,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.88,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.13,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.33,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.04,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.86,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.81,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.16,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.6,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.86,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.18,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.72,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.12,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.08,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.87,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.3,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.49,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.5,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.76,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.43,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.45,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.41,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.03,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.47,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.74,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.09,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.33,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.98,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.67,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.33,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.51,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.19,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.05,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.03,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.25,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.46,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.53,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.24,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.52,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.42,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.42,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.8,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.57,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.15,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.75,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.38,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.38,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.03,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.69,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.17,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.27,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.18,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.7,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.23,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.52,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.44,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.07,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.28,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.83,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.27,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.81,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.2,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.77,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.02,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.59,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.32,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.88,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.91,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.08,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.41,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.69,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.82,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.68,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.16,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.13,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.53,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.7,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.61,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.63,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.04,1
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.09,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.3,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.43,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.09,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.76,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.29,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.66,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.41,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.61,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.11,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.61,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.67,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.17,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.75,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.51,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.09,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.58,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.88,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.67,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.43,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.85,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.14,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.81,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.51,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.62,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.65,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.22,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.58,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.57,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.53,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.62,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.73,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.51,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.25,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.83,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.84,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.44,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.25,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.61,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.29,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.74,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.99,0
"S34",0.1,30,"ar1","unbalanced","Cheng-GM",0.36,0
